annotation	node1	node2	node3	relevant_node	expected	taxonomy	type	organism	tax_id
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Pseudomonas phage KPP12	763998
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Pseudomonas phage LBL3	549445
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Pseudomonas phage LMA2	549446
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Pseudomonas phage PB1	538398
"None"	ssDNA viruses	Inoviridae	unassigned Inoviridae				from_vog	Pseudomonas phage Pf1	10871
"None"	ssDNA viruses	Inoviridae	unassigned Inoviridae				from_vog	Pseudomonas phage Pf3	10872
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Pseudomonas phage SN	582382
"None"	ssDNA viruses	Inoviridae	unassigned Inoviridae				from_vog	Ralstonia phage PE226	926543
"None"	ssDNA viruses	Inoviridae	unassigned Inoviridae				from_vog	Ralstonia phage RSS1	384360
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage Ent1	1163482
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage Jersey	1340534
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage L13	1325963
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage LSPA1	1540823
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage SE2	1115478
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage SETP13	424949
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage SETP3	424944
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage SETP7	424947
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage SS3e	293644
"None"	ssDNA viruses	Inoviridae	unassigned Inoviridae				from_vog	Spiroplasma phage SVTS2	93224
"None"	ssDNA viruses	Inoviridae	unassigned Inoviridae				from_vog	Stenotrophomonas phage SMA7	1343494
"None"	ssDNA viruses	Inoviridae	unassigned Inoviridae				from_vog	Stenotrophomonas phage SMA9	334856
"None"	Genomoviridae	unclassified Genomoviridae	Thrips-associated genomovirus 1				from_vog	Thrips-associated genomovirus 1	1941233
"None"	Genomoviridae	unclassified Genomoviridae	Thrips-associated genomovirus 2				from_vog	Thrips-associated genomovirus 2	1941234
"None"	Genomoviridae	unclassified Genomoviridae	Thrips-associated genomovirus 3				from_vog	Thrips-associated genomovirus 3	1941237
"None"	Genomoviridae	unclassified Genomoviridae	Thrips-associated genomovirus 4				from_vog	Thrips-associated genomovirus 4	1941239
"None"	Satellites	Tolecusatellitidae	Betasatellite				from_vog	Tomato leaf curl Laguna betasatellite	2010332
"None"	ssDNA viruses	Inoviridae	unassigned Inoviridae				from_vog	Vibrio phage KSF1	292443
"None"	ssDNA viruses	Inoviridae	unassigned Inoviridae				from_vog	Vibrio phage VCY-phi	1105327
"None"	ssDNA viruses	Inoviridae	unassigned Inoviridae				from_vog	Vibrio phage VfO3K6	127507
"None"	dsDNA viruses, no RNA stage	Poxviridae	Chordopoxvirinae				from_vog	Yokapox virus	1076255
"None"	unclassified viruses	Aedes alboannulatus toti-like virus 1	Aedes alboannulatus toti-like virus 1				from_vog	Aedes alboannulatus toti-like virus 1	2010265
"None"	unclassified viruses	Aedes camptorhynchus negev-like virus	Aedes camptorhynchus negev-like virus				from_vog	Aedes camptorhynchus negev-like virus	2010268
"None"	unclassified viruses	Aedes camptorhynchus toti-like virus 1	Aedes camptorhynchus toti-like virus 1				from_vog	Aedes camptorhynchus toti-like virus 1	2010266
"None"	dsDNA viruses, no RNA stage	Papillomaviridae	unclassified Papillomaviridae				from_vog	Ailuropoda melanoleuca papillomavirus 1	2016454
"None"	dsDNA viruses, no RNA stage	Papillomaviridae	unclassified Papillomaviridae				from_vog	Ailuropoda melanoleuca papillomavirus 2	2016455
"None"	dsDNA viruses, no RNA stage	Papillomaviridae	unclassified Papillomaviridae				from_vog	Ailuropoda melanoleuca papillomavirus 4	2016453
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Aimelvirus 2	2016448
"None"	dsRNA viruses	Amalgaviridae	unclassified Amalgaviridae				from_vog	Antonospora locustae virus 1	1872708
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Dicistroviridae	4		from_vog	Apis dicistrovirus	1983569
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Bat mastadenovirus WIV9	1788436
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Bat mastadenovirus WIV11	1788433
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Bat mastadenovirus WIV10	1788432
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Bat mastadenovirus WIV12	1788434
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Bat mastadenovirus WIV13	1788435
"None"	Genomoviridae	unclassified Genomoviridae	Bemisia-associated genomovirus AdDF				from_vog	Bemisia-associated genomovirus AdDF	1986477
"None"	Genomoviridae	unclassified Genomoviridae	Bemisia-associated genomovirus AdO				from_vog	Bemisia-associated genomovirus AdO	1986478
"None"	Genomoviridae	unclassified Genomoviridae	Bemisia-associated genomovirus NfO				from_vog	Bemisia-associated genomovirus NfO	1986479
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Dicistroviridae	4		from_vog	Big Sioux River virus	1041883
"None"	dsDNA viruses, no RNA stage	Papillomaviridae	unclassified Papillomaviridae				from_vog	Bovine papillomavirus	10571
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Cucurbit vein banding virus	2005044
"None"	unclassified viruses	Culex mononega-like virus 2	Culex mononega-like virus 2				from_vog	Culex mononega-like virus 2	2010272
"Not annotated"	unclassified viruses	Culex negev-like virus 1	Culex negev-like virus 1				from_vog	Culex negev-like virus 1	2010273
"None"	unclassified viruses	Culex negev-like virus 2	Culex negev-like virus 2				from_vog	Culex negev-like virus 2	2010274
"None"	unclassified viruses	Culex negev-like virus 3	Culex negev-like virus 3				from_vog	Culex negev-like virus 3	2010275
"None"	unclassified viruses	Culex rhabdo-like virus	Culex rhabdo-like virus				from_vog	Culex rhabdo-like virus	2010277
"None"	dsDNA viruses, no RNA stage	Herpesvirales	Herpesviridae				from_vog	Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota	2022783
"None"	ssDNA viruses	Parvoviridae	Parvovirinae				from_vog	Dromedary camel bocaparvovirus 1	2014603
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Euonymus yellow vein virus	2013968
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Garrulus glandarius associated circular virus 1	2006642
"None"	ssDNA viruses	Anelloviridae	unclassified Anelloviridae				from_vog	Giant panda anellovirus	2016460
"None"	Genomoviridae	Gemycircularvirus	unclassified Gemycircularvirus				from_vog	Giant panda associated gemycircularvirus	2016461
"None"	ssDNA viruses	Circoviridae	Circovirus				from_vog	Giant panda circovirus 1	2016456
"None"	ssDNA viruses	Circoviridae	Circovirus				from_vog	Giant panda circovirus 2	2016457
"None"	ssDNA viruses	Circoviridae	Circovirus				from_vog	Giant panda circovirus 3	2016458
"None"	ssDNA viruses	Circoviridae	Circovirus				from_vog	Giant panda circovirus 4	2016459
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	unclassified Polyomaviridae				from_vog	Giant panda polyomavirus	2016463
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Grapevine virus K	2016034
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Grapevine virus T	2016035
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Human fecal virus Jorvi2	2017081
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Human fecal virus Jorvi3	2017082
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Human fecal virus Jorvi4	2017083
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Karumba virus	1969397
"None"	Virus families not assigned to an order	Sinaivirus	unclassified Sinaivirus				from_vog	Lake Sinai Virus NE	1983561
"None"	Virus families not assigned to an order	Sinaivirus	unclassified Sinaivirus				from_vog	Lake Sinai Virus SA2	1983563
"None"	Virus families not assigned to an order	Sinaivirus	unclassified Sinaivirus				from_vog	Lake Sinai Virus TO	1983564
"None"	unclassified viruses	Leshenault partiti-like virus	Leshenault partiti-like virus				from_vog	Leshenault partiti-like virus	2010278
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Secoviridae	5		from_custom_parser	Lettuce necrotic leaf curl virus	1358807
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Linda virus	2014960
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Mac Peak virus	1969400
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Secoviridae	5		from_custom_parser	Motherwort yellow mottle virus	1561160
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Narnaviridae				from_vog	Neofusicoccum luteum mitovirus 1	1985159
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Arteriviridae	11		from_vog	Olivier's shrew virus 1	2012619
"Not annotated"	ssRNA viruses	unclassified ssRNA viruses	Pansavirus 1				from_vog	Pansavirus 1	2016467
"Not annotated"	ssRNA viruses	unclassified ssRNA viruses	Pansavirus 2				from_vog	Pansavirus 2	2016468
"Not annotated"	dsRNA viruses	Picobirnaviridae	Picobirnavirus	Picobirnaviridae	2		from_vog	Picobirnavirus dog/KNA/2015	1961162
"None"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Pigeonpea sterility mosaic emaravirus 2	1980430
"None"	unclassified viruses	Point-Douro narna-like virus	Point-Douro narna-like virus				from_vog	Point-Douro narna-like virus	2010279
"None"	dsDNA viruses, no RNA stage	Poxviridae	Chordopoxvirinae				from_vog	Seal parapoxvirus	187984
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Secoviridae	5		from_vog	Squash chlorotic leaf spot virus	1810396
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Squirrel adenovirus 1	1968887
"None"	Retro-transcribing viruses	Hepadnaviridae	Avihepadnavirus				from_vog	Tinamou hepatitis B virus	2018685
"None"	ssDNA viruses	Anelloviridae	unclassified Anelloviridae				from_vog	Torque teno Leptonychotes weddellii virus-1	2012676
"None"	ssDNA viruses	Anelloviridae	unclassified Anelloviridae				from_vog	Torque teno Leptonychotes weddellii virus-2	2012677
"None"	ssDNA viruses	Parvoviridae	Parvovirinae				from_vog	Ungulate tetraparvovirus 3	1511916
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Vanilla latent virus	2016426
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Vanilla virus X	2016427
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Alphacoronavirus	13		from_vog	Wencheng Sm shrew coronavirus	1508228
"None"	unclassified viruses	Wilkie narna-like virus 1	Wilkie narna-like virus 1				from_vog	Wilkie narna-like virus 1	2010280
"None"	unclassified viruses	Wilkie narna-like virus 2	Wilkie narna-like virus 2				from_vog	Wilkie narna-like virus 2	2010281
"None"	unclassified viruses	Wilkie partiti-like virus 1	Wilkie partiti-like virus 1				from_vog	Wilkie partiti-like virus 1	2010283
"None"	unclassified viruses	Wilkie partiti-like virus 2	Wilkie partiti-like virus 2				from_vog	Wilkie partiti-like virus 2	2010284
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Agave tequilana leaf virus	387423
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Dicistroviridae	4		from_vog	Aphis glycines virus 3	2005444
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Apis flavivirus	1983570
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Avian paramyxovirus 15	1983777
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Bastrovirus/VietNam/Rat/16715_10	1906175
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Canine kobuvirus	1836608
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Cervid adenovirus 1	2003578
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Alphacoronavirus	13		from_vog	Coronavirus AcCoV-JC34	1964806
"None"	ssDNA viruses	Parvoviridae	Parvovirinae				from_vog	Dromedary camel bocaparvovirus 2	2014604
"None"	ssDNA viruses	Circoviridae	unclassified Cyclovirus				from_vog	Duck associated cyclovirus 1	2006585
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Fur seal picorna-like virus	2013564
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Coronaviridae	2		from_vog	Goat torovirus	1837217
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Luteoviridae				from_vog	Grapevine enamovirus-1	1892570
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Harrier picornavirus 1	1987722
"None"	Virus families not assigned to an order	Sinaivirus	unclassified Sinaivirus				from_vog	Lake Sinai Virus SA1	1983562
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Longan witches broom-associated virus	1993907
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_custom_parser	Mamastrovirus 2	1239566
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Feline astrovirus D1	1538452
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	California sea lion astrovirus 2	645427
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Luteoviridae				from_vog	Peach associated luteovirus	2006498
"None"	Satellites	Satellite Nucleic Acids	Single stranded DNA satellites				from_vog	Sida leaf curl virus-associated DNA 1	337825
"None"	dsRNA viruses	Amalgaviridae	unclassified Amalgaviridae				from_vog	Spinach amalgavirus 1	1985164
"None"	ssDNA viruses	Geminiviridae	Mastrevirus				from_vog	Sugarcane striate virus	1868659
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Tomato spotted wilt orthotospovirus	1933298
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Tortoise picornavirus	1578826
"None"	ssDNA viruses	Anelloviridae	unclassified Anelloviridae				from_vog	Torque teno indri virus 1	2010248
"None"	dsRNA viruses	Amalgaviridae	unclassified Amalgaviridae				from_vog	Zostera marina amalgavirus 1	1985202
"Not annotated"	unclassified RNA viruses	Abisko virus	Abisko virus				from_vog	Abisko virus	2025595
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Closteroviridae	Closteroviridae	2		from_vog	Actinidia virus 1	2024724
"None"	unclassified viruses	Aedes camptorhynchus reo-like virus	Aedes camptorhynchus reo-like virus				from_vog	Aedes camptorhynchus reo-like virus	2010269
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Alfalfa virus S	1985968
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Anjozorobe hantavirus	1424613
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Goose hemorrhagic polyomavirus				from_vog	Goose hemorrhagic polyomavirus	208491
"None"	unclassified viruses	Arhar cryptic virus-I	Arhar cryptic virus-I				from_vog	Arhar cryptic virus-I	1585924
"None"	dsDNA viruses, no RNA stage	Herpesvirales	Herpesviridae				from_vog	Ateline alphaherpesvirus 1	35243
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Bacillus phage Mater	1540090
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Bacillus phage Moonbeam	1540091
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage phi4B1	1643324
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage phi4J1	1643326
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Bacillus phage Pascal	1540092
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Bacillus phage Pookie	1540093
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage Stahl	1610832
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage Stills	1610833
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Barur virus	380438
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Bastrovirus 7	1803394
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Bastrovirus/VietNam/Bat/16715_78	1906172
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Coronaviridae	2		from_vog	Bat coronavirus	1508220
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Bat mastadenovirus WIV17	1986505
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Bat mastadenovirus WIV18	1986506
"None"	unclassified RNA viruses	Beihai picorna-like virus 26	Beihai picorna-like virus 26				from_vog	Beihai picorna-like virus 26	1922569
"None"	unclassified RNA viruses	Beihai sesarmid crab virus 3	Beihai sesarmid crab virus 3				from_vog	Beihai sesarmid crab virus 3	1922663
"None"	unclassified RNA viruses	Beihai sesarmid crab virus 4	Beihai sesarmid crab virus 4				from_vog	Beihai sesarmid crab virus 4	1922664
"None"	dsRNA viruses	Partitiviridae	unclassified Partitiviridae				from_vog	Bipolaris maydis partitivirus 1	1980631
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Idaeovirus	Idaeovirus	4		from_vog	Black currant leaf chlorosis associated virus	1937789
"None"	ssDNA viruses	Nanoviridae	Nanovirus				from_vog	Black medic leaf roll virus	2038729
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Closteroviridae	Closteroviridae	2		from_vog	Blackberry vein banding-associated virus	1381464
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Bowe virus	1400425
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales	Orthobunyavirus	2		from_vog	Bwamba orthobunyavirus	35310
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	unclassified Betapolyomavirus				from_vog	Canis familiaris polyomavirus 1	1980633
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Cano Delgadito orthohantavirus	1980463
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Cao Bang orthohantavirus	1980464
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales	Orthobunyavirus	2		from_vog	Capim virus	35312
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales	Orthobunyavirus	2		from_vog	Caraparu virus	192196
"None"	dsRNA viruses	Partitiviridae	unclassified Partitiviridae				from_vog	Carnation cryptic virus 3	1980625
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Castlerea virus				from_vog	Castlerea virus	1969351
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Caulobacter phage Percy	1701809
"Not annotated"	dsRNA viruses	Endornaviridae	unclassified Endornavirus	Endornaviridae	2		from_vog	Ceratobasidium endornavirus C	1908813
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Chaco virus	1158189
"None"	unclassified RNA viruses	Changping earthworm virus 2	Changping earthworm virus 2				from_vog	Changping earthworm virus 2	1922827
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Chlorocebus pygerythrus polyomavirus 1				from_vog	Chlorocebus pygerythrus polyomavirus 1	1891719
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Chlorocebus pygerythrus polyomavirus 2				from_vog	Chlorocebus pygerythrus polyomavirus 2	1891758
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Chlorocebus pygerythrus polyomavirus 3				from_vog	Chlorocebus pygerythrus polyomavirus 3	1891720
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Citrobacter phage Margaery	1701810
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Citrobacter phage Michonne	1675603
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Citrobacter phage Merlin	1675602
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Citrobacter phage Moogle	1540094
"None"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Citrus concave gum-associated virus	2024604
"None"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Clo Mor virus	1810952
"None"	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Clostridium phage phiCT19406A				from_vog	Clostridium phage phiCT19406A	1567009
"None"	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Clostridium phage phiCT19406B				from_vog	Clostridium phage phiCT19406B	1567010
"None"	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Clostridium phage phiCT453A				from_vog	Clostridium phage phiCT453A	1567012
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Clostridium phage phiCT453B	1567013
"None"	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Clostridium phage phiCTC2A				from_vog	Clostridium phage phiCTC2A	1567015
"None"	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Clostridium phage phiCTC2B				from_vog	Clostridium phage phiCTC2B	1567016
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Colocasia bobone disease-associated virus	1775456
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Crow polyomavirus				from_vog	Crow polyomavirus	349563
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Butcherbird polyomavirus				from_vog	Butcherbird polyomavirus	1394033
"None"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Dera Ghazi Khan orthonairovirus	1980520
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Bat polyomavirus 6b				from_vog	Bat polyomavirus 6b	1623689
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Bat polyomavirus 6c				from_vog	Bat polyomavirus 6c	1623688
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Emilia sonchifolia yellow vein Thailand virus	2020881
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Enterobacteria phage RB27	69609
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Escherichia virus CBA120	1987159
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Escherichia phage Seurat	1540098
"None"	dsRNA viruses	Reoviridae	Spinareovirinae				from_vog	Fall chinook aquareovirus	1963254
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Caliciviridae	Caliciviridae	5		from_vog	Fathead minnow calicivirus	1949201
"None"	dsDNA viruses, no RNA stage	Papillomaviridae	unclassified Papillomaviridae				from_vog	Felis catus papillomavirus type 5	2025339
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Eothenomys eleusis hantavirus FUGV	1788456
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Fukuoka virus	318849
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Goose astrovirus	1349999
"None"	ssDNA viruses	Geminiviridae	Grablovirus				from_vog	Grapevine red blotch virus	1381007
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Gray Lodge virus	1272942
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales	Orthobunyavirus	2		from_vog	Guaroa virus	80941
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Hart Park virus	200401
"None"	ssDNA viruses	Parvoviridae	Densovirinae				from_vog	Dysaphis plantaginea densovirus	551224
"Not annotated"	ssRNA viruses	unassigned ssRNA viruses	Alvernaviridae				from_vog	Heterocapsa circularisquama RNA virus 01	2030964
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Caliciviridae	Vesivirus	8		from_vog	Hom-1 vesivirus	1960046
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Virgaviridae				from_vog	Hoya chlorotic spot virus	1979541
"None"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Farallon virus	248053
"None"	ssDNA viruses	Circoviridae	Cyclovirus VN				from_vog	Cyclovirus VN	1348500
"None"	ssDNA viruses	Circoviridae	Human cyclovirus VS5700009				from_vog	Human cyclovirus VS5700009	1345637
"None"	unclassified viruses	Human feces smacovirus 3	Human feces smacovirus 3				from_vog	Human feces smacovirus 3	1820159
"None"	dsDNA viruses, no RNA stage	Papillomaviridae	unclassified Papillomaviridae				from_vog	Human papillomavirus type 85	652810
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	MW polyomavirus				from_vog	MW polyomavirus	1203539
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	STL polyomavirus				from_vog	STL polyomavirus	1277649
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	New Jersey polyomavirus-2013				from_vog	New Jersey polyomavirus-2013	1497391
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Human polyomavirus 3				from_vog	Human polyomavirus 3	1891764
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Merkel cell polyomavirus				from_vog	Merkel cell polyomavirus	493803
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Trichodysplasia spinulosa-associated polyomavirus				from_vog	Trichodysplasia spinulosa-associated polyomavirus	862909
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales				from_vog	Imjin virus	467989
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Iriri virus	1620893
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Itacaiunas virus	490111
